"subject_id","age","sex","harshness","universe","looplabel","uni_num","trial","armpick","runlength","rewardfound","switch"
"354",22,"1","easy","stable","loop5",1,45,"four",5,87,0
"354",22,"1","easy","stable","loop5",1,46,"four",6,86,0
"354",22,"1","easy","stable","loop5",1,47,"four",7,93,0
"354",22,"1","easy","stable","loop5",1,48,"four",8,91,0
"354",22,"1","easy","stable","loop5",1,49,"four",9,90,0
"354",22,"1","easy","stable","loop5",1,50,"four",10,87,0
"354",22,"1","easy","stable","loop5",1,51,"four",11,84,0
"354",22,"1","easy","stable","loop5",1,52,"four",12,81,0
"354",22,"1","easy","stable","loop5",1,53,"four",13,79,0
"354",22,"1","easy","stable","loop5",1,54,"four",14,82,0
"354",22,"1","easy","stable","loop5",1,55,"four",15,88,0
"354",22,"1","easy","stable","loop5",1,56,"four",16,84,0
"354",22,"1","easy","stable","loop5",1,57,"four",17,80,0
"354",22,"1","easy","stable","loop5",1,58,"four",18,83,0
"354",22,"1","easy","stable","loop5",1,59,"four",19,81,0
"354",22,"1","easy","stable","loop5",1,60,"four",20,84,0
"354",22,"1","easy","stable","loop5",1,61,"four",21,87,0
"354",22,"1","easy","stable","loop5",1,62,"four",22,86,0
"354",22,"1","easy","stable","loop5",1,63,"four",23,91,0
"354",22,"1","easy","stable","loop5",1,64,"four",24,91,0
"354",22,"1","easy","stable","loop5",1,65,"four",25,90,0
"354",22,"1","easy","stable","loop5",1,66,"four",26,95,0
"354",22,"1","easy","stable","loop5",1,67,"four",27,95,0
"354",22,"1","easy","stable","loop5",1,68,"four",28,95,0
"354",22,"1","easy","stable","loop5",1,69,"four",29,99,0
"354",22,"1","easy","stable","loop5",1,70,"four",30,89,0
"354",22,"1","easy","stable","loop5",1,71,"four",31,92,0
"354",22,"1","easy","stable","loop5",1,72,"four",32,87,0
"354",22,"1","easy","stable","loop5",1,73,"four",33,86,0
"354",22,"1","easy","stable","loop5",1,74,"four",34,85,0
"354",22,"1","easy","stable","loop5",1,75,"four",35,86,1
"354",22,"1","harsh","stable","loop5",2,1,"one",0,8,1
"354",22,"1","harsh","stable","loop5",2,2,"four",0,95,0
"354",22,"1","harsh","stable","loop5",2,3,"four",1,92,0
"354",22,"1","harsh","stable","loop5",2,4,"four",2,90,0
"354",22,"1","harsh","stable","loop5",2,5,"four",3,90,0
"354",22,"1","harsh","stable","loop5",2,6,"four",4,90,0
"354",22,"1","harsh","stable","loop5",2,7,"four",5,92,0
"354",22,"1","harsh","stable","loop5",2,8,"four",6,89,0
"354",22,"1","harsh","stable","loop5",2,9,"four",7,86,0
"354",22,"1","harsh","stable","loop5",2,10,"four",8,86,0
"354",22,"1","harsh","stable","loop5",2,11,"four",9,80,0
"354",22,"1","harsh","stable","loop5",2,12,"four",10,85,0
"354",22,"1","harsh","stable","loop5",2,13,"four",11,85,0
"354",22,"1","harsh","stable","loop5",2,14,"four",12,84,0
"354",22,"1","harsh","stable","loop5",2,15,"four",13,80,0
"354",22,"1","harsh","stable","loop5",2,16,"four",14,75,0
"354",22,"1","harsh","stable","loop5",2,17,"four",15,74,1
"354",22,"1","harsh","stable","loop5",2,18,"three",0,61,1
"354",22,"1","harsh","stable","loop5",2,19,"two",0,33,1
"354",22,"1","harsh","stable","loop5",2,20,"four",0,87,0
"354",22,"1","harsh","stable","loop5",2,21,"four",1,88,0
"354",22,"1","harsh","stable","loop5",2,22,"four",2,90,0
"354",22,"1","harsh","stable","loop5",2,23,"four",3,90,0
"354",22,"1","harsh","stable","loop5",2,24,"four",4,89,0
"354",22,"1","harsh","stable","loop5",2,25,"four",5,84,0
"354",22,"1","harsh","stable","loop5",2,26,"four",6,90,0
"354",22,"1","harsh","stable","loop5",2,27,"four",7,93,0
"354",22,"1","harsh","stable","loop5",2,28,"four",8,97,0
"354",22,"1","harsh","stable","loop5",2,29,"four",9,91,0
"354",22,"1","harsh","stable","loop5",2,30,"four",10,85,0
"354",22,"1","harsh","stable","loop5",2,31,"four",11,80,0
